passenger_id,gender,age_group,state,travel_type,occupation,travel_frequency
P34219,Male,26-35,Maharashtra,Personal,Teacher,Medium
P34220,Female,26-35,Tamil Nadu,Business,Doctor,Low
P34221,Female,36-50,Maharashtra,Personal,Teacher,Low
P34222,Male,50+,Andhra Pradesh,Business,Doctor,High
P34223,Male,26-35,Karnataka,Business,Government Employee,High
P34224,Male,26-35,Tamil Nadu,Personal,Student,High
P34225,Male,36-50,Delhi,Business,Student,High
P34226,Male,36-50,Tamil Nadu,Personal,Government Employee,Low
P34227,Male,18-25,Karnataka,Business,IT Employee,Low
P34228,Female,50+,Tamil Nadu,Personal,Doctor,Low
P34229,Male,26-35,Tamil Nadu,Personal,Government Employee,Low
P34230,Female,36-50,Maharashtra,Personal,Business Owner,High
P34231,Female,50+,Delhi,Personal,IT Employee,High
P34232,Female,26-35,Karnataka,Personal,Government Employee,Low
P34233,Male,36-50,Tamil Nadu,Business,Government Employee,High
P34234,Female,26-35,Maharashtra,Personal,Business Owner,Medium
P34235,Female,50+,Delhi,Business,Teacher,Low
P34236,Female,18-25,Telangana,Personal,Teacher,Medium
P34237,Female,18-25,Andhra Pradesh,Personal,Doctor,Low
P34238,Male,18-25,Telangana,Business,Government Employee,Low
P34239,Male,36-50,Karnataka,Personal,Business Owner,High
P34240,Female,18-25,Maharashtra,Personal,Teacher,High
P34241,Female,18-25,Karnataka,Personal,Doctor,High
P34242,Male,36-50,Delhi,Business,Government Employee,High
P34243,Female,36-50,Andhra Pradesh,Business,Government Employee,Medium
P34244,Male,26-35,Karnataka,Business,IT Employee,Medium
P34245,Male,18-25,Tamil Nadu,Business,Doctor,Low
P34246,Male,36-50,Tamil Nadu,Personal,Doctor,Low
P34247,Female,18-25,Maharashtra,Business,Student,Low
P34248,Male,26-35,Delhi,Business,IT Employee,Low
P34249,Female,50+,Karnataka,Business,Business Owner,High
P34250,Male,26-35,Andhra Pradesh,Business,Teacher,High
P34251,Female,26-35,Andhra Pradesh,Personal,Student,High
P34252,Female,36-50,Tamil Nadu,Business,Business Owner,Medium
P34253,Male,26-35,Karnataka,Personal,Business Owner,Low
P34254,Male,26-35,Maharashtra,Personal,Business Owner,High
P34255,Male,36-50,Tamil Nadu,Personal,Student,Medium
P34256,Female,18-25,Maharashtra,Business,Doctor,Low
P34257,Male,50+,Telangana,Business,Business Owner,Medium
P34258,Female,26-35,Andhra Pradesh,Business,Government Employee,Medium
P34259,Male,18-25,Maharashtra,Business,Business Owner,Medium
P34260,Female,18-25,Andhra Pradesh,Business,Student,High
P34261,Female,50+,Tamil Nadu,Personal,Teacher,Medium
P34262,Female,50+,Delhi,Business,Student,Low
P34263,Male,50+,Andhra Pradesh,Business,IT Employee,High
P34264,Female,50+,Karnataka,Personal,IT Employee,Low
P34265,Male,18-25,Andhra Pradesh,Business,Teacher,Low
P34266,Female,50+,Tamil Nadu,Business,IT Employee,Low
P34267,Male,50+,Telangana,Personal,Government Employee,Low
P34268,Male,26-35,Delhi,Personal,Doctor,Medium
P34269,Male,50+,Delhi,Business,Government Employee,High
P34270,Male,36-50,Maharashtra,Business,Government Employee,High
P34271,Female,36-50,Andhra Pradesh,Business,Teacher,High
P34272,Female,26-35,Karnataka,Business,IT Employee,High
P34273,Male,36-50,Maharashtra,Personal,Government Employee,High
P34274,Female,26-35,Telangana,Personal,Student,Medium
P34275,Male,50+,Karnataka,Personal,Business Owner,High
P34276,Male,36-50,Andhra Pradesh,Business,Teacher,Low
P34277,Female,50+,Karnataka,Personal,Student,Medium
P34278,Male,50+,Andhra Pradesh,Business,Business Owner,Low
P34279,Female,18-25,Maharashtra,Business,Teacher,Low
P34280,Male,36-50,Delhi,Business,Government Employee,Low
P34281,Female,26-35,Andhra Pradesh,Business,IT Employee,High
P34282,Male,18-25,Delhi,Personal,Doctor,High
P34283,Female,36-50,Delhi,Business,Doctor,Medium
P34284,Female,36-50,Andhra Pradesh,Personal,Business Owner,High
P34285,Female,18-25,Delhi,Personal,Business Owner,High
P34286,Female,18-25,Telangana,Business,Doctor,Medium
P34287,Male,50+,Telangana,Personal,Teacher,High
P34288,Male,50+,Delhi,Business,IT Employee,High
P34289,Female,18-25,Tamil Nadu,Business,IT Employee,Low
P34290,Male,26-35,Karnataka,Business,Government Employee,Low
P34291,Male,18-25,Telangana,Personal,Student,High
P34292,Female,50+,Maharashtra,Personal,Business Owner,Medium
P34293,Female,18-25,Tamil Nadu,Personal,IT Employee,Medium
P34294,Male,50+,Maharashtra,Business,Business Owner,High
P34295,Female,50+,Tamil Nadu,Business,IT Employee,Low
P34296,Male,36-50,Andhra Pradesh,Business,IT Employee,High
P34297,Male,36-50,Delhi,Business,IT Employee,High
P34298,Male,50+,Maharashtra,Personal,Government Employee,High
P34299,Female,36-50,Karnataka,Personal,Teacher,High
P34300,Female,18-25,Maharashtra,Business,IT Employee,Medium
P34301,Male,50+,Karnataka,Business,Student,Medium
P34302,Female,26-35,Karnataka,Personal,Doctor,Medium
P34303,Male,26-35,Andhra Pradesh,Business,Business Owner,High
P34304,Male,50+,Karnataka,Personal,Doctor,Low
P34305,Male,26-35,Karnataka,Business,Doctor,High
P34306,Female,18-25,Telangana,Personal,Student,Medium
P34307,Female,36-50,Telangana,Business,IT Employee,Medium
P34308,Female,26-35,Delhi,Personal,Student,Low
P34309,Male,26-35,Andhra Pradesh,Business,Government Employee,Low
P34310,Male,18-25,Andhra Pradesh,Business,Student,High
P34311,Male,26-35,Andhra Pradesh,Personal,Doctor,Low
P34312,Male,36-50,Maharashtra,Personal,Business Owner,Low
P34313,Male,50+,Telangana,Personal,IT Employee,Low
P34314,Female,50+,Telangana,Business,Business Owner,High
P34315,Male,26-35,Maharashtra,Personal,Government Employee,Medium
P34316,Male,18-25,Telangana,Business,Teacher,Medium
P34317,Male,36-50,Telangana,Personal,Business Owner,Medium
P34318,Male,26-35,Karnataka,Personal,Business Owner,High
P34319,Male,26-35,Maharashtra,Business,Government Employee,Low
P34320,Male,50+,Delhi,Business,Business Owner,Low
P34321,Male,36-50,Delhi,Business,Business Owner,High
P34322,Female,18-25,Tamil Nadu,Business,Student,Medium
P34323,Male,50+,Delhi,Business,Student,Medium
P34324,Male,50+,Telangana,Business,IT Employee,High
P34325,Male,18-25,Delhi,Personal,Government Employee,High
P34326,Male,18-25,Andhra Pradesh,Personal,Government Employee,Low
P34327,Female,50+,Tamil Nadu,Business,Teacher,Low
P34328,Female,26-35,Maharashtra,Business,IT Employee,Low
P34329,Female,36-50,Delhi,Personal,Business Owner,High
P34330,Female,18-25,Tamil Nadu,Personal,Business Owner,Medium
P34331,Male,18-25,Maharashtra,Personal,Government Employee,Low
P34332,Female,18-25,Tamil Nadu,Personal,Government Employee,Low
P34333,Female,18-25,Tamil Nadu,Business,Business Owner,High
P34334,Female,26-35,Telangana,Personal,Government Employee,High
P34335,Female,50+,Tamil Nadu,Business,Student,Low
P34336,Male,26-35,Karnataka,Personal,Government Employee,Low
P34337,Female,50+,Telangana,Business,Teacher,Medium
P34338,Male,18-25,Andhra Pradesh,Personal,Teacher,Low
P34339,Male,26-35,Maharashtra,Business,Government Employee,Medium
P34340,Female,50+,Telangana,Business,Government Employee,High
P34341,Female,36-50,Tamil Nadu,Personal,Teacher,Low
P34342,Female,18-25,Telangana,Personal,Government Employee,Low
P34343,Male,50+,Andhra Pradesh,Personal,Student,Medium
P34344,Male,18-25,Telangana,Personal,Doctor,Low
P34345,Male,50+,Andhra Pradesh,Business,Student,High
P34346,Male,18-25,Telangana,Business,Student,Low
P34347,Female,36-50,Karnataka,Personal,IT Employee,High
P34348,Female,18-25,Telangana,Personal,Business Owner,Low
P34349,Female,50+,Delhi,Personal,Business Owner,Medium
P34350,Male,18-25,Telangana,Personal,Government Employee,High
P34351,Male,50+,Andhra Pradesh,Personal,Teacher,Low
P34352,Male,50+,Delhi,Business,Government Employee,Low
P34353,Female,18-25,Delhi,Business,Student,Low
P34354,Male,18-25,Telangana,Business,Teacher,Medium
P34355,Male,26-35,Tamil Nadu,Business,Doctor,High
P34356,Female,26-35,Delhi,Personal,Government Employee,Medium
P34357,Female,50+,Telangana,Business,Teacher,High
P34358,Male,18-25,Andhra Pradesh,Personal,Business Owner,Medium
P34359,Female,36-50,Delhi,Business,Business Owner,Medium
P34360,Female,50+,Delhi,Business,Business Owner,Low
P34361,Female,26-35,Telangana,Personal,Doctor,Medium
P34362,Male,26-35,Telangana,Personal,Doctor,Medium
P34363,Male,18-25,Maharashtra,Business,Student,High
P34364,Male,50+,Tamil Nadu,Personal,Student,High
P34365,Male,18-25,Delhi,Business,Teacher,Low
P34366,Male,26-35,Karnataka,Personal,IT Employee,Low
P34367,Female,18-25,Karnataka,Business,Teacher,High
P34368,Male,18-25,Telangana,Business,Government Employee,High
P34369,Female,26-35,Maharashtra,Personal,Teacher,High
P34370,Female,50+,Delhi,Business,Doctor,High
P34371,Female,50+,Delhi,Personal,IT Employee,Medium
P34372,Male,18-25,Tamil Nadu,Business,Doctor,High
P34373,Male,36-50,Tamil Nadu,Business,Doctor,High
P34374,Male,50+,Karnataka,Business,Doctor,High
P34375,Female,18-25,Maharashtra,Business,IT Employee,Low
P34376,Female,26-35,Maharashtra,Business,Student,High
P34377,Male,36-50,Karnataka,Personal,Doctor,High
P34378,Male,36-50,Delhi,Personal,Business Owner,Medium
P34379,Male,50+,Maharashtra,Personal,Doctor,Medium
P34380,Female,36-50,Telangana,Business,Doctor,Low
P34381,Male,36-50,Tamil Nadu,Business,Business Owner,Medium
P34382,Male,26-35,Karnataka,Business,Government Employee,Low
P34383,Male,36-50,Karnataka,Personal,Teacher,Low
P34384,Male,36-50,Karnataka,Personal,IT Employee,High
P34385,Female,50+,Delhi,Business,Business Owner,Low
P34386,Female,26-35,Maharashtra,Personal,Student,High
P34387,Male,18-25,Andhra Pradesh,Personal,Student,Low
P34388,Female,50+,Telangana,Personal,Doctor,Medium
P34389,Female,26-35,Karnataka,Business,Student,High
P34390,Female,26-35,Tamil Nadu,Personal,IT Employee,Low
P34391,Male,26-35,Maharashtra,Personal,Doctor,High
P34392,Male,36-50,Maharashtra,Personal,Doctor,Low
P34393,Female,36-50,Telangana,Business,Student,Low
P34394,Female,18-25,Tamil Nadu,Personal,Doctor,High
P34395,Female,18-25,Tamil Nadu,Business,Business Owner,Low
P34396,Male,50+,Andhra Pradesh,Business,Doctor,Low
P34397,Male,50+,Delhi,Personal,IT Employee,Medium
P34398,Female,50+,Tamil Nadu,Personal,Government Employee,Low
P34399,Female,18-25,Delhi,Personal,Business Owner,Medium
P34400,Male,50+,Karnataka,Personal,Teacher,Medium
P34401,Female,36-50,Karnataka,Business,Teacher,Medium
P34402,Female,50+,Delhi,Business,Government Employee,Medium
P34403,Female,50+,Tamil Nadu,Personal,Teacher,High
P34404,Female,36-50,Delhi,Personal,Teacher,High
P34405,Male,26-35,Andhra Pradesh,Business,Doctor,Medium
P34406,Male,18-25,Telangana,Business,Government Employee,Medium
P34407,Female,36-50,Karnataka,Personal,IT Employee,High
P34408,Female,18-25,Andhra Pradesh,Business,Teacher,Low
P34409,Female,18-25,Andhra Pradesh,Business,Teacher,High
P34410,Male,36-50,Delhi,Personal,Doctor,Medium
P34411,Female,26-35,Tamil Nadu,Business,Student,High
P34412,Male,50+,Andhra Pradesh,Personal,Doctor,Low
P34413,Male,50+,Karnataka,Business,Business Owner,Low
P34414,Male,26-35,Maharashtra,Business,Doctor,Low
P34415,Male,50+,Telangana,Business,Student,High
P34416,Male,50+,Maharashtra,Business,Student,Low
P34417,Female,26-35,Karnataka,Personal,Business Owner,Medium
P34418,Female,18-25,Karnataka,Personal,Teacher,Medium
P34419,Female,26-35,Tamil Nadu,Business,Doctor,Low
P34420,Female,26-35,Telangana,Business,Teacher,High
P34421,Female,36-50,Delhi,Business,Doctor,High
P34422,Female,26-35,Andhra Pradesh,Business,IT Employee,High
P34423,Female,50+,Andhra Pradesh,Personal,Business Owner,Low
P34424,Female,26-35,Andhra Pradesh,Personal,IT Employee,High
P34425,Female,26-35,Delhi,Business,Teacher,High
P34426,Female,36-50,Andhra Pradesh,Business,IT Employee,Low
P34427,Female,18-25,Andhra Pradesh,Personal,Teacher,High
P34428,Female,36-50,Karnataka,Business,Government Employee,Medium
P34429,Female,50+,Tamil Nadu,Business,Business Owner,Low
P34430,Female,36-50,Andhra Pradesh,Business,Government Employee,High
P34431,Male,26-35,Karnataka,Personal,Doctor,Low
P34432,Female,26-35,Telangana,Personal,Student,High
P34433,Male,50+,Tamil Nadu,Personal,Doctor,High
P34434,Female,26-35,Karnataka,Personal,Business Owner,High
P34435,Male,50+,Delhi,Personal,Doctor,Medium
P34436,Male,50+,Karnataka,Business,Student,High
P34437,Male,36-50,Maharashtra,Personal,Doctor,Low
P34438,Female,50+,Maharashtra,Personal,Doctor,Low
P34439,Male,26-35,Delhi,Personal,IT Employee,Low
P34440,Male,18-25,Tamil Nadu,Business,Student,High
P34441,Female,50+,Karnataka,Business,Teacher,Medium
P34442,Female,18-25,Delhi,Business,Government Employee,High
P34443,Male,36-50,Tamil Nadu,Personal,Business Owner,Medium
P34444,Male,50+,Tamil Nadu,Business,Teacher,Low
P34445,Female,36-50,Maharashtra,Business,Government Employee,Medium
P34446,Male,50+,Telangana,Business,Teacher,Medium
P34447,Male,18-25,Maharashtra,Business,Doctor,High
P34448,Female,36-50,Telangana,Business,IT Employee,Low
P34449,Male,36-50,Karnataka,Personal,Business Owner,High
P34450,Female,50+,Andhra Pradesh,Business,IT Employee,Low
P34451,Female,50+,Delhi,Personal,Student,Medium
P34452,Female,18-25,Delhi,Business,Teacher,High
P34453,Female,50+,Karnataka,Personal,Doctor,Medium
P34454,Female,50+,Delhi,Business,Business Owner,Medium
P34455,Female,26-35,Karnataka,Business,Business Owner,Medium
P34456,Male,36-50,Telangana,Personal,Teacher,High
P34457,Female,26-35,Tamil Nadu,Personal,Doctor,Low
P34458,Male,26-35,Tamil Nadu,Business,Doctor,Medium
P34459,Male,18-25,Telangana,Personal,Student,Medium
P34460,Male,50+,Delhi,Business,Doctor,Medium
P34461,Male,36-50,Maharashtra,Personal,IT Employee,High
P34462,Female,26-35,Karnataka,Personal,IT Employee,High
P34463,Male,18-25,Delhi,Personal,Student,Medium
P34464,Female,18-25,Maharashtra,Business,Business Owner,Low
P34465,Male,26-35,Delhi,Business,IT Employee,High
P34466,Male,18-25,Tamil Nadu,Personal,Doctor,High
P34467,Male,18-25,Delhi,Personal,Government Employee,Medium
P34468,Male,36-50,Telangana,Business,Business Owner,Low
P34469,Male,50+,Maharashtra,Business,Doctor,Low
P34470,Male,50+,Tamil Nadu,Business,Business Owner,Low
P34471,Female,36-50,Tamil Nadu,Personal,Teacher,Low
P34472,Female,50+,Delhi,Personal,IT Employee,Low
P34473,Male,50+,Telangana,Business,Student,High
P34474,Female,36-50,Telangana,Personal,Business Owner,High
P34475,Male,18-25,Telangana,Business,IT Employee,Low
P34476,Male,18-25,Karnataka,Business,Business Owner,Low
P34477,Male,50+,Karnataka,Personal,Business Owner,Medium
P34478,Female,50+,Andhra Pradesh,Personal,IT Employee,Medium
P34479,Male,18-25,Maharashtra,Personal,Business Owner,Low
P34480,Male,18-25,Andhra Pradesh,Business,Business Owner,Medium
P34481,Male,26-35,Telangana,Personal,Government Employee,High
P34482,Female,26-35,Tamil Nadu,Personal,Government Employee,Low
P34483,Female,26-35,Karnataka,Business,Student,High
P34484,Female,36-50,Maharashtra,Business,Student,Medium
P34485,Female,18-25,Telangana,Personal,IT Employee,Medium
P34486,Female,50+,Delhi,Personal,Student,Medium
P34487,Male,26-35,Tamil Nadu,Business,Doctor,High
P34488,Female,18-25,Delhi,Personal,Government Employee,Medium
P34489,Male,50+,Andhra Pradesh,Personal,Student,Medium
P34490,Female,50+,Telangana,Business,IT Employee,Low
P34491,Female,26-35,Telangana,Personal,IT Employee,High
P34492,Female,36-50,Maharashtra,Personal,Business Owner,Low
P34493,Male,36-50,Karnataka,Personal,Business Owner,High
P34494,Female,36-50,Telangana,Personal,Government Employee,High
P34495,Male,50+,Telangana,Personal,Government Employee,Medium
P34496,Male,50+,Tamil Nadu,Business,IT Employee,Low
P34497,Female,26-35,Telangana,Personal,Government Employee,Medium
P34498,Male,26-35,Tamil Nadu,Business,Business Owner,High
P34499,Male,50+,Delhi,Business,Teacher,Medium
P34500,Male,36-50,Telangana,Business,Government Employee,Medium
P34501,Male,18-25,Tamil Nadu,Business,Teacher,Low
P34502,Female,18-25,Maharashtra,Personal,Government Employee,Medium
P34503,Female,26-35,Tamil Nadu,Personal,Student,Low
P34504,Female,18-25,Tamil Nadu,Personal,Teacher,Low
P34505,Male,50+,Andhra Pradesh,Business,Business Owner,Medium
P34506,Male,36-50,Maharashtra,Personal,Teacher,Low
P34507,Male,36-50,Telangana,Personal,Business Owner,Low
P34508,Female,26-35,Karnataka,Business,Student,Medium
P34509,Male,50+,Andhra Pradesh,Personal,Government Employee,Low
P34510,Male,18-25,Tamil Nadu,Business,Teacher,High
P34511,Female,26-35,Delhi,Business,Teacher,High
P34512,Female,50+,Delhi,Personal,Business Owner,Low
P34513,Male,36-50,Andhra Pradesh,Business,IT Employee,High
P34514,Male,26-35,Andhra Pradesh,Business,Business Owner,Low
P34515,Female,50+,Andhra Pradesh,Business,Teacher,Medium
P34516,Female,36-50,Telangana,Personal,IT Employee,High
P34517,Female,50+,Karnataka,Personal,Government Employee,Medium
P34518,Female,26-35,Tamil Nadu,Business,Student,Low
P34519,Female,50+,Maharashtra,Personal,Government Employee,Low
P34520,Male,26-35,Maharashtra,Personal,IT Employee,Medium
P34521,Male,36-50,Tamil Nadu,Personal,IT Employee,High
P34522,Female,26-35,Andhra Pradesh,Personal,Business Owner,High
P34523,Female,50+,Andhra Pradesh,Business,Government Employee,Low
P34524,Female,26-35,Tamil Nadu,Personal,IT Employee,High
P34525,Female,26-35,Telangana,Business,Student,High
P34526,Female,50+,Tamil Nadu,Business,Student,Medium
P34527,Male,26-35,Maharashtra,Business,Doctor,Low
P34528,Female,50+,Andhra Pradesh,Business,Teacher,High
P34529,Male,36-50,Delhi,Business,Student,High
P34530,Female,50+,Telangana,Business,IT Employee,Medium
P34531,Female,26-35,Delhi,Personal,Business Owner,High
P34532,Female,50+,Tamil Nadu,Business,IT Employee,Low
P34533,Female,18-25,Delhi,Personal,IT Employee,Low
P34534,Male,50+,Maharashtra,Personal,Government Employee,Medium
P34535,Male,36-50,Andhra Pradesh,Personal,Business Owner,High
P34536,Female,26-35,Karnataka,Business,Doctor,Medium
P34537,Male,50+,Maharashtra,Personal,IT Employee,High
P34538,Male,26-35,Telangana,Personal,Doctor,Low
P34539,Male,18-25,Maharashtra,Business,Business Owner,High
P34540,Female,26-35,Andhra Pradesh,Personal,Doctor,High
P34541,Male,50+,Telangana,Personal,Doctor,Low
P34542,Male,50+,Delhi,Business,Student,High
P34543,Female,36-50,Karnataka,Business,Doctor,Medium
P34544,Male,18-25,Andhra Pradesh,Business,Teacher,Low
P34545,Male,18-25,Andhra Pradesh,Personal,Student,Low
P34546,Male,50+,Maharashtra,Personal,Student,Low
